1.44604315,2.975238331,1.28153015,1.733296448
1.928160971,1.953490062,0.406509144,2.203463492
2.015241239,1.9433364,1.630608649,0.831778822
2.375539966,0.245911098,2.044177958,2.50934858
2.346920389,1.916786352,1.27019316,1.763893465
0.850336753,1.284804327,2.559007596,2.263509981
1.063851262,1.618222059,2.359847955,0.584438883
0.275088249,2.89597455,2.243073013,2.565272952
0.803648965,2.314740818,2.060560019,1.084761759
2.102250016,2.484827429,0.856509178,1.800966237
0.889249503,2.264555107,2.396762944,0.265722297
1.434259334,1.358893078,2.680184903,2.786950349
0.308424815,1.327465823,0.696099759,0.445668834
2.431701755,2.349839624,2.242269867,0.821198981
1.312037859,1.494317774,0.685894104,2.335361246
2.263103342,1.885738295,1.195729474,1.860547753
0.166352614,2.425055987,1.137417105,2.819870404
1.194323778,0.090379166,2.566800591,0.360755977
0.675737034,2.673257266,1.409873244,2.069347289
0.461178649,2.317744531,0.355768772,2.42378566
0.245603404,1.876621849,2.615064586,1.30487792
2.625347517,2.624485037,0.70823194,1.917942248
1.827898161,1.930554606,2.351433897,2.12882057
2.107528195,0.143083444,1.253570826,0.149741774
1.749309367,0.758730291,2.678968127,2.430100797
2.212904997,2.369130645,1.170248752,0.920951996
2.198729907,2.953483945,2.903633062,1.355818902
0.455829197,1.466928997,0.581629722,2.434611485
2.703135035,0.510795459,0.299515322,1.544732864
1.365304389,0.187039065,0.897115369,0.640147117
2.640586419,0.889935651,2.013579311,1.209766729
1.480999265,1.639065878,1.420565441,1.946667194
2.742407086,0.420962965,1.089792634,2.657424715
0.116588397,1.987767041,2.873245265,0.048931585
2.894268518,1.784858672,0.223805705,0.394061513
1.044398475,2.656545348,1.218397722,2.301664974
2.635174623,2.017679056,0.96680046,2.659029871
1.363792074,1.42607006,0.656142682,0.620274373
1.313827404,0.713851675,1.547165805,0.905839207
2.919786274,2.21171943,1.745070317,2.100350663
2.325642603,0.972897989,1.811710559,0.261061198
1.594344979,1.763133876,0.19071164,1.316787617
2.22789625,1.304329434,2.42286793,0.64110188
1.155591471,2.509603319,1.668291375,2.129232055
1.541248664,1.801119882,2.622257076,1.876256224
1.887716893,0.068548485,0.689025569,0.674647315
0.364069362,1.135348553,1.535399838,2.43810983
0.106682114,0.226826433,2.316289353,1.920396932
2.391751381,2.349616178,2.172121802,0.277836009
0.360948519,0.35091749,1.741740109,0.659124354
0.934899585,0.146279774,0.361671207,2.654541497
1.276623428,2.429393045,2.081752098,0.955541244
2.352388078,0.874105476,0.621453199,2.385425606
2.659301374,1.095834314,0.285478648,0.933537095
0.221784932,0.510506274,2.949990004,1.473236053
2.539466524,2.219663145,1.16070755,1.716921898
2.5851428,0.63125966,2.8356648,0.427359499
1.475912775,0.939274695,2.852946825,2.500615175
1.417407711,1.380382574,1.922235412,2.788059904
2.494690936,2.188922178,1.49332628,1.232751918
2.904391996,0.46342339,2.820448988,1.002450427
0.674209305,0.982739662,2.220453911,0.729320758
1.171447632,0.807796098,0.199665894,1.085968758
2.409707295,2.479969586,1.442927075,2.310343247
0.959264861,1.7206541,2.961219679,2.934770373
2.212790858,1.467500956,2.927474715,2.048489675
2.616460698,1.581736896,0.628952392,0.263946938
0.742016807,2.356590804,0.502939553,2.325399781
2.080818502,1.72428445,0.047015343,1.817968488
0.886780925,2.734837351,0.187785179,1.791698447
1.338791051,2.586547914,2.58561292,0.544733141
0.985341267,2.002069041,2.022749945,0.463246151
1.766201317,0.67047359,1.593719652,0.032145854
1.948521741,1.299877726,0.879301675,1.776743554
1.723229376,2.721409082,2.900447394,1.20826978
0.098953002,0.755742675,0.524481103,0.443023985
1.409988233,2.064677386,1.909237136,2.807111243
1.447341157,1.88460912,2.142378756,2.579437141
0.172387278,1.222102065,2.097987426,0.678589493
2.599453752,1.615723222,1.897530704,0.353920768
1.077314768,1.311695538,0.161432672,1.565986804
2.577977213,1.245302659,2.642399837,0.148376451
2.621608521,0.044630374,1.759814005,2.554195101
2.826574865,2.42644111,1.559367985,2.808042169
2.164480639,2.225913296,2.384650525,0.250136833
2.3640306,0.892537182,1.011312645,2.794421888
2.649504188,1.187796584,0.609674552,0.127373933
2.672511981,1.932896891,0.810150917,1.123039699
0.254986321,2.170262989,2.761217275,2.00298926
1.88924726,0.36215103,0.951493344,1.4946387
0.603731197,2.408648293,1.363548248,1.11868225
1.0335645,2.546078143,0.57664195,1.880159849
1.211700184,2.3512629,1.405277554,2.273908474
1.036462435,2.968052004,0.365760944,2.477105031
1.303710689,2.990577408,2.686862063,0.058958449
0.049007528,2.045658478,0.031862194,0.488177789
1.697817013,1.484646423,1.115668656,2.327187106
1.497303388,2.034284299,0.706840185,0.845625165
2.477325045,2.797865035,1.644818224,0.139645817
2.72263053,1.524550682,2.563854681,2.603277989
